price_id,item_id,ts,price,qty,size,source_file,raw_product_line,brand_name,attributes
265,106,2025-07-30,3.98,2,approx. 2oz Packaged,Store 1.txt,"Thai Peppers, Packaged",Store brand,
419,106,2026-01-10,1.99,1,approx. 2oz Packaged,Store 1.txt,"Thai Peppers, Packaged",Store brand,
199,106,2025-11-04,3.98,2,approx. 2oz Packaged,Store 1.txt,"Thai Peppers, Packaged",Store brand,
299,106,2025-06-19,3.98,2,approx. 2oz Packaged,Store 1.txt,"Thai Peppers, Packaged",Store brand,
403,106,2025-01-18,1.99,1,approx. 2oz Packaged,Store 1.txt,"Thai Peppers, Packaged",Store brand,
382,106,2025-01-24,1.99,1,approx. 2oz Packaged,Store 1.txt,"Thai Peppers, Packaged",Store brand,
332,106,2025-04-28,3.98,2,approx. 2oz Packaged,Store 1.txt,"Thai Peppers, Packaged",Store brand,
293,106,2025-07-03,3.98,2,approx. 2oz Packaged,Store 1.txt,"Thai Peppers, Packaged",Store brand,
219,106,2025-10-14,1.99,1,approx. 2oz Packaged,Store 1.txt,"Thai Peppers, Packaged",Store brand,
241,132,2025-09-11,8.49,1,"14fl oz, paperboard pint container + plastic lid + inner foil seal",Store 1.txt,"Van Leeuwen Ice Cream, Sicilian Pistachio",Van Leeuwen,
343,132,2025-04-09,7.99,1,"14fl oz, paperboard pint container + plastic lid + inner foil seal",Store 1.txt,"Van Leeuwen Ice Cream, Sicilian Pistachio",Van Leeuwen,
221,118,2025-09-17,6.99,1,1/2 dozen molded paper pulp carton (paperboard),Store 1.txt,Vital Farms Pasture-Raised Organic Large Eggs,Vital Farms,Pasture-Raised
279,147,2025-07-17,4.99,1,"3ct, plastic clamshell containers",Store 1.txt,Wells Homestead Acres Local Squash Blossoms,Wells Homestead Acres ,Local
352,171,2025-01-31,6.99,1,8oz glass jar + plastic lid,Store 1.txt,"White Moustache Handmade Yogurt, Greek",White Moustache,
353,172,2025-01-31,6.99,1,8oz glass jar + plastic lid,Store 1.txt,"White Moustache Handmade Yogurt, Persian",White Moustache,
370,183,2025-01-24,1.98,2,,Store 1.txt,Yellow Plantains,,
154,82,2025-08-21,4.19,2,2.1oz small paperboard box (foil‑lined bar inside),Store 2.txt,Beyond Good 85% Sea Salt Dark Chocolate Bar,Beyond Good,
187,96,2025-08-21,18.99,1,,Store 2.txt,Aria Extra Virgin Olive Oil,Aria,
42,31,2025-11-16,3.99,1,"5oz, plastic clamshell containers",Store 2.txt,Satur Farms Baby Spinach,Satur Farms,
129,31,2025-09-25,3.99,1,"5oz, plastic clamshell containers",Store 2.txt,Satur Farms Baby Spinach,Satur Farms,
185,94,2025-08-21,2.49,1,3 pieces,Store 2.txt,Saunderskill Farms Bi-color Sweet Corn,Saunderskill Farms,
181,92,2025-08-21,8.99,1,1 Lbs,Store 2.txt,Grown in California Cotton Candy Grapes,Grown in California,
61,23,2025-11-06,7.99,1,32 oz Glass bottle with plastic cap,Store 2.txt,Ronnybrook Farm Dairy Creamline Whole Milk, Ronnybrook Farm Dairy,glass bottle can be traded back for deposit.
147,23,2025-08-21,7.99,2,32 oz Glass bottle with plastic cap,Store 2.txt,Ronnybrook Farm Dairy Creamline Whole Milk, Ronnybrook Farm Dairy,glass bottle can be traded back for deposit.
157,23,2025-08-21,6.79,2,32 oz Glass bottle with plastic cap,Store 2.txt,Ronnybrook Farm Dairy Creamline Whole Milk, Ronnybrook Farm Dairy,glass bottle can be traded back for deposit.
168,23,2025-08-21,5.59,1,32 oz Glass bottle with plastic cap,Store 2.txt,Ronnybrook Farm Dairy Creamline Whole Milk, Ronnybrook Farm Dairy,glass bottle can be traded back for deposit.
184,23,2025-08-21,7.99,3,32 oz Glass bottle with plastic cap,Store 2.txt,Ronnybrook Farm Dairy Creamline Whole Milk, Ronnybrook Farm Dairy,glass bottle can be traded back for deposit.
62,23,2025-10-30,5.59,1,1/2 gallon Plastic bottle with plastic cap,Store 2.txt,Ronnybrook Farm Dairy Creamline Whole Milk, Ronnybrook Farm Dairy,
79,23,2025-10-23,7.99,1,32 oz Glass bottle with plastic cap,Store 2.txt,Ronnybrook Farm Dairy Creamline Whole Milk, Ronnybrook Farm Dairy,glass bottle can be traded back for deposit.
34,23,2025-11-16,7.99,1,32 oz Glass bottle with plastic cap,Store 2.txt,Ronnybrook Farm Dairy Creamline Whole Milk, Ronnybrook Farm Dairy,glass bottle can be traded back for deposit.
130,23,2025-09-25,5.59,2,1/2 gallon Plastic bottle with plastic cap,Store 2.txt,Ronnybrook Farm Dairy Creamline Whole Milk, Ronnybrook Farm Dairy,
107,23,2025-10-05,7.99,2,32 oz Glass bottle with plastic cap,Store 2.txt,Ronnybrook Farm Dairy Creamline Whole Milk, Ronnybrook Farm Dairy,
182,93,2025-08-21,8.99,2,,Store 2.txt,Black Seed Bagels Everything Bagels,Black Seed Bagels,
99,62,2025-10-05,1.49,1,,Store 2.txt,Sun Sprout Farm Organic Fairytale Eggplant,Sun Sprout Farm,
171,89,2025-08-21,5.99,1,,Store 2.txt,Headwater Food Hub Frozen Peas,Headwater Food Hub,
91,57,2025-10-23,3.29,1,,Store 2.txt,Dagele Brothers Produce Green Cabbage,Dagele Brothers Produce,
166,86,2025-08-21,7.99,2,,Store 2.txt,Multigrain Sourdough English Muffins,Dam Good English Muffins,
86,54,2025-10-23,10.39,1,,Store 2.txt,Mama O's OG Kimchi,Mama O's,
139,76,2025-08-21,2.49,1,,Store 2.txt,Organic & Fair Trade Bananas (Ripe),Organic from Mexico,
49,26,2025-11-06,2.5,2,,Store 2.txt,Organic & Fair Trade Hass Avocados,Organic from Mexico,
50,26,2025-11-06,2.5,1,,Store 2.txt,Organic & Fair Trade Hass Avocados,Organic from Mexico,
138,26,2025-08-21,1.75,6,,Store 2.txt,Organic & Fair Trade Hass Avocados,Organic from Mexico,
146,26,2025-08-21,2.5,2,,Store 2.txt,Organic & Fair Trade Hass Avocados,Organic from Mexico,
63,26,2025-10-30,2.5,2,,Store 2.txt,Organic & Fair Trade Hass Avocados,Organic from Mexico,
64,26,2025-10-30,2.5,3,,Store 2.txt,Organic & Fair Trade Hass Avocados,Organic from Mexico,
85,26,2025-10-23,2.5,2,,Store 2.txt,Organic & Fair Trade Hass Avocados,Organic from Mexico,
88,26,2025-10-23,2.5,3,,Store 2.txt,Organic & Fair Trade Hass Avocados,Organic from Mexico,
37,26,2025-11-16,2.5,2,,Store 2.txt,Organic & Fair Trade Hass Avocados,Organic from Mexico,
119,26,2025-09-25,2.5,4,,Store 2.txt,Organic & Fair Trade Hass Avocados,Organic from Mexico,
132,26,2025-09-25,2.5,2,,Store 2.txt,Organic & Fair Trade Hass Avocados,Organic from Mexico,
108,26,2025-10-05,2.5,2,,Store 2.txt,Organic & Fair Trade Hass Avocados,Organic from Mexico,
97,60,2025-10-05,3.99,1,,Store 2.txt,Organic Acorn Squash,,
158,71,2025-08-21,11.99,1,,Store 2.txt,Organic Apple Cider Vinegar,,
123,71,2025-09-25,11.99,1,,Store 2.txt,Organic Apple Cider Vinegar,,
116,68,2025-10-05,6.99,1,,Store 2.txt,Organic Baby Spinach,,
76,52,2025-10-30,7.99,1,,Store 2.txt,Organic Blueberries,,
89,52,2025-10-23,7.99,1,,Store 2.txt,Organic Blueberries,,
120,52,2025-09-25,5.99,1,,Store 2.txt,Organic Blueberries,,
96,52,2025-10-05,5.99,2,,Store 2.txt,Organic Blueberries,,
142,78,2025-08-21,4.49,2,,Store 2.txt,Organic Broccoli,,
111,65,2025-10-05,3.99,1,,Store 2.txt,Organic Broccoli Rabe,,
55,32,2025-11-06,3.99,1,Bunch,Store 2.txt,Organic Bunched Orange Carrots,,
172,32,2025-08-21,3.99,1,Bunch,Store 2.txt,Organic Bunched Orange Carrots,,
43,32,2025-11-16,3.99,1,Bunch,Store 2.txt,Organic Bunched Orange Carrots,,
148,79,2025-08-21,3.99,1,Bunch,Store 2.txt,Organic Bunched Rainbow Carrots,,
57,42,2025-11-06,2.99,1,Bunch,Store 2.txt,Organic Bunched Red Beets,,
74,42,2025-10-30,2.99,1,Bunch,Store 2.txt,Organic Bunched Red Beets,,
109,42,2025-10-05,2.99,1,Bunch,Store 2.txt,Organic Bunched Red Beets,,
150,81,2025-08-21,5.99,1,,Store 2.txt,Organic Cantaloupe,,
58,29,2025-11-06,3.99,1,,Store 2.txt,Organic Chioggia Beets,,
40,29,2025-11-16,3.99,1,,Store 2.txt,Organic Chioggia Beets,,
59,25,2025-11-06,2.99,1,,Store 2.txt,Organic Cilantro,,
143,25,2025-08-21,2.99,1,,Store 2.txt,Organic Cilantro,,
82,25,2025-10-23,2.99,1,,Store 2.txt,Organic Cilantro,,
36,25,2025-11-16,2.99,2,,Store 2.txt,Organic Cilantro,,
125,25,2025-09-25,2.99,1,,Store 2.txt,Organic Cilantro,,
102,25,2025-10-05,2.99,1,,Store 2.txt,Organic Cilantro,,
122,70,2025-09-25,5.59,2,,Store 2.txt,Organic Coconut Milk,,
53,39,2025-11-06,15.99,1,,Store 2.txt,Organic Extra Virgin Olive Oil,,
173,90,2025-08-21,2.99,2,,Store 2.txt,Organic Fenway Red Potatoes,,
165,85,2025-08-21,3.99,1,,Store 2.txt,Organic French Breakfast Radishes,,
151,34,2025-08-21,1,2,,Store 2.txt,Organic Garlic,,
78,34,2025-10-23,1,1,,Store 2.txt,Organic Garlic,,
45,34,2025-11-16,1,5,,Store 2.txt,Organic Garlic,,
152,35,2025-08-21,1.99,2,,Store 2.txt,Organic Ginger Root,,
46,35,2025-11-16,1.99,1,,Store 2.txt,Organic Ginger Root,,
101,35,2025-10-05,1.99,2,,Store 2.txt,Organic Ginger Root,,
160,83,2025-08-21,3.99,1,,Store 2.txt,Organic Green Beans,,
161,47,2025-08-21,2.54,1,,Store 2.txt,Organic Green Kale,,
69,47,2025-10-30,2.99,1,,Store 2.txt,Organic Green Kale,,
140,77,2025-08-21,3.99,1,,Store 2.txt,Organic Green Zucchini,,
121,69,2025-09-25,3.99,1,,Store 2.txt,Organic Honeynut Squash,,
103,64,2025-10-05,3.99,1,,Store 2.txt,Organic Jalapeno Peppers,,
52,38,2025-11-06,5.99,1,,Store 2.txt,Organic Kabocha Squash,,
141,30,2025-08-21,2.99,1,,Store 2.txt,Organic Lacinato Kale,,
41,30,2025-11-16,2.99,1,,Store 2.txt,Organic Lacinato Kale,,
51,37,2025-11-06,1.99,1,,Store 2.txt,Organic Lemons,,
170,88,2025-08-21,6.99,1,,Store 2.txt,Organic Local Blueberries,,
169,87,2025-08-21,4.99,1,,Store 2.txt,Organic Okra,,
174,91,2025-08-21,15.99,1,,Store 2.txt,Organic Original Ghee,,
35,24,2025-11-16,10.99,1,,Store 2.txt,Organic Paneer,,
90,56,2025-10-23,4.99,1,,Store 2.txt,Organic Persian Cucumbers,,
73,50,2025-10-30,2.99,1,,Store 2.txt,Organic Peter Wilcox New Potatoes,,
164,84,2025-08-21,2.99,2,,Store 2.txt,Organic Peter Wilcox Potatoes,,
136,44,2025-08-21,7.99,1,"32 oz, plastic tub",Store 2.txt,Hawthorne Valley Farm Organic Plain Biodynamic Yogurt,Hawthorne Valley Farm,
66,44,2025-10-30,7.99,1,"32 oz, plastic tub",Store 2.txt,Hawthorne Valley Farm Organic Plain Biodynamic Yogurt,Hawthorne Valley Farm,
127,44,2025-09-25,7.99,1,"32 oz, plastic tub",Store 2.txt,Hawthorne Valley Farm Organic Plain Biodynamic Yogurt,Hawthorne Valley Farm,
183,59,2025-08-21,4.19,1,,Store 2.txt,Beyond Good Organic Pure Dark 92% Cocoa Heirloom Chocolate Bar,Beyond Good,
118,59,2025-09-25,3.33,3,,Store 2.txt,Beyond Good Organic Pure Dark 92% Cocoa Heirloom Chocolate Bar,Beyond Good,
94,59,2025-10-05,3.33,3,,Store 2.txt,Beyond Good Organic Pure Dark 92% Cocoa Heirloom Chocolate Bar,Beyond Good,
70,48,2025-10-30,4.99,1,,Store 2.txt,Organic Purple Broccoli,,
92,58,2025-10-23,3.49,1,,Store 2.txt,Organic Red Radishes,,
128,63,2025-09-25,2.99,2,,Store 2.txt,Organic Roma Tomatoes,,
100,63,2025-10-05,2.99,1,,Store 2.txt,Organic Roma Tomatoes,,
81,53,2025-10-23,3.99,1,,Store 2.txt,Organic Scallions,,
67,45,2025-10-30,7.99,1,,Store 2.txt,Organic Sliced Mild Cheddar,,
84,45,2025-10-23,7.99,1,,Store 2.txt,Organic Sliced Mild Cheddar,,
105,45,2025-10-05,7.99,1,,Store 2.txt,Organic Sliced Mild Cheddar,,
39,28,2025-11-16,7.99,1,,Store 2.txt,Organic Sliced Swiss Cheese,,
54,40,2025-11-06,4.99,2,,Store 2.txt,Organic Slicing Cucumbers,,
71,40,2025-10-30,4.99,1,,Store 2.txt,Organic Slicing Cucumbers,,
60,43,2025-11-06,3.99,1,,Store 2.txt,Organic Spearmint,,
144,43,2025-08-21,3.99,1,,Store 2.txt,Organic Spearmint,,
83,43,2025-10-23,3.99,1,,Store 2.txt,Organic Spearmint,,
126,43,2025-09-25,3.99,1,,Store 2.txt,Organic Spearmint,,
113,43,2025-10-05,3.99,1,,Store 2.txt,Organic Spearmint,,
98,61,2025-10-05,3.99,1,,Store 2.txt,Organic Sweet Baby Broccoli,,
162,49,2025-08-21,5.99,1,,Store 2.txt,Organic Sweet Potatoes,,
72,49,2025-10-30,4.99,2,,Store 2.txt,Organic Sweet Potatoes,,
95,49,2025-10-05,4.99,1,,Store 2.txt,Organic Sweet Potatoes,,
115,67,2025-10-05,1.99,1,,Store 2.txt,Organic Swiss Chard,,
124,72,2025-09-25,3.99,1,,Store 2.txt,Organic Tatsoi,,
145,33,2025-08-21,7.99,2,,Store 2.txt,Organic Whole Wheat Sourdough Bread,,
93,33,2025-10-23,7.99,1,,Store 2.txt,Organic Whole Wheat Sourdough Bread,,
44,33,2025-11-16,7.99,1,,Store 2.txt,Organic Whole Wheat Sourdough Bread,,
131,33,2025-09-25,7.99,1,,Store 2.txt,Organic Whole Wheat Sourdough Bread,,
106,33,2025-10-05,7.99,1,,Store 2.txt,Organic Whole Wheat Sourdough Bread,,
56,41,2025-11-06,6.99,1,,Store 2.txt,Organic Young Fresh Ginger,,
77,41,2025-10-23,6.99,1,,Store 2.txt,Organic Young Fresh Ginger,,
112,41,2025-10-05,6.99,1,,Store 2.txt,Organic Young Fresh Ginger,,
149,80,2025-08-21,2.99,1,,Store 2.txt,Organically Grown Collard Greens,,
75,51,2025-10-30,2.99,1,,Store 2.txt,Organically Grown Hakurei Turnips,,
38,27,2025-11-16,13.99,1,,Store 2.txt,Organically Grown Lion's Mane Mushrooms,,
153,36,2025-08-21,4.49,1,,Store 2.txt,Pasture Raised Eggs,,
65,36,2025-10-30,4.49,1,,Store 2.txt,Pasture Raised Eggs,,
47,36,2025-11-16,4.49,1,,Store 2.txt,Pasture Raised Eggs,,
117,36,2025-09-25,4.49,1,,Store 2.txt,Pasture Raised Eggs,,
104,36,2025-10-05,7.49,1,,Store 2.txt,Pasture Raised Eggs,,
87,55,2025-10-23,10.39,1,,Store 2.txt,Pickled Daikon Kimchi,,
133,66,2025-09-25,3.49,2,,Store 2.txt,Red Onions,,
114,66,2025-10-05,1.79,3,,Store 2.txt,Red Onions,,
68,46,2025-10-30,3.99,1,,Store 2.txt,Shallots,,
80,46,2025-10-23,3.99,1,,Store 2.txt,Shallots,,
110,46,2025-10-05,3.99,2,,Store 2.txt,Shallots,,
137,75,2025-08-21,2.49,1,,Store 2.txt,Small Creamline Whole Milk,,
135,74,2025-09-25,4.49,1,,Store 2.txt,Sour Cream & Onion Chips,,
186,95,2025-08-21,4.49,1,,Store 2.txt,Sweet Potato Chips,,
134,73,2025-09-25,6.99,1,,Store 2.txt,Zesty Za'atar Hummus,Zesty Za'atar,
