price_id,item_id,timestamp,price,quantity
90,56,2025-10-23 00:00:00,4.99,1
73,50,2025-10-30 00:00:00,2.99,1
164,84,2025-08-21 00:00:00,2.99,2
136,44,2025-08-21 00:00:00,7.99,1
66,44,2025-10-30 00:00:00,7.99,1
127,44,2025-09-25 00:00:00,7.99,1
183,59,2025-08-21 00:00:00,4.19,1
118,59,2025-09-25 00:00:00,3.33,3
94,59,2025-10-05 00:00:00,3.33,3
70,48,2025-10-30 00:00:00,4.99,1
92,58,2025-10-23 00:00:00,3.49,1
128,63,2025-09-25 00:00:00,2.99,2
100,63,2025-10-05 00:00:00,2.99,1
81,53,2025-10-23 00:00:00,3.99,1
67,45,2025-10-30 00:00:00,7.99,1
84,45,2025-10-23 00:00:00,7.99,1
105,45,2025-10-05 00:00:00,7.99,1
39,28,2025-11-16 00:00:00,7.99,1
54,40,2025-11-06 00:00:00,4.99,2
71,40,2025-10-30 00:00:00,4.99,1
60,43,2025-11-06 00:00:00,3.99,1
144,43,2025-08-21 00:00:00,3.99,1
83,43,2025-10-23 00:00:00,3.99,1
126,43,2025-09-25 00:00:00,3.99,1
113,43,2025-10-05 00:00:00,3.99,1
98,61,2025-10-05 00:00:00,3.99,1
162,49,2025-08-21 00:00:00,5.99,1
72,49,2025-10-30 00:00:00,4.99,2
95,49,2025-10-05 00:00:00,4.99,1
115,67,2025-10-05 00:00:00,1.99,1
124,72,2025-09-25 00:00:00,3.99,1
145,33,2025-08-21 00:00:00,7.99,2
93,33,2025-10-23 00:00:00,7.99,1
44,33,2025-11-16 00:00:00,7.99,1
131,33,2025-09-25 00:00:00,7.99,1
106,33,2025-10-05 00:00:00,7.99,1
56,41,2025-11-06 00:00:00,6.99,1
77,41,2025-10-23 00:00:00,6.99,1
112,41,2025-10-05 00:00:00,6.99,1
149,80,2025-08-21 00:00:00,2.99,1
75,51,2025-10-30 00:00:00,2.99,1
38,27,2025-11-16 00:00:00,13.99,1
153,36,2025-08-21 00:00:00,4.49,1
65,36,2025-10-30 00:00:00,4.49,1
47,36,2025-11-16 00:00:00,4.49,1
117,36,2025-09-25 00:00:00,4.49,1
104,36,2025-10-05 00:00:00,7.49,1
87,55,2025-10-23 00:00:00,10.39,1
133,66,2025-09-25 00:00:00,3.49,2
114,66,2025-10-05 00:00:00,1.79,3
68,46,2025-10-30 00:00:00,3.99,1
80,46,2025-10-23 00:00:00,3.99,1
110,46,2025-10-05 00:00:00,3.99,2
137,75,2025-08-21 00:00:00,2.49,1
135,74,2025-09-25 00:00:00,4.49,1
186,95,2025-08-21 00:00:00,4.49,1
134,73,2025-09-25 00:00:00,6.99,1
