product_id,source_store_id,store_name,title,brand,price,size_value,size_unit,unit_price,unit_price_unit,organic,category,ingredient_key,ingredient_form,is_synthetic,packaging
prod_freshdirect_0001,freshdirect,FreshDirect,Baby Spinach Pack 5oz,Satur Farms,3.99,5.0,oz,0.798,oz,False,pantry,unknown,unknown,False,
prod_freshdirect_0002,freshdirect,FreshDirect,Organic Baby Spinach,Earthbound Farm,6.99,10.0,oz,0.699,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0003,freshdirect,FreshDirect,Organic Lacinato Kale,Generic,2.99,0.5,lb,0.3738,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0004,freshdirect,FreshDirect,Organic Green Kale,Generic,2.99,1.0,lb,0.1869,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0005,freshdirect,FreshDirect,Baby Spinach Pack,Satur Farms,5.99,10.0,oz,0.599,oz,False,pantry,unknown,unknown,False,
prod_freshdirect_0006,freshdirect,FreshDirect,Powerhouse Spinach Blend,organicgirl,4.99,5.0,oz,0.998,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0007,freshdirect,FreshDirect,Organic Rainbow Swiss Chard,Generic,3.49,1.0,lb,0.2181,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0008,freshdirect,FreshDirect,Supergreens,organicgirl,4.99,5.0,oz,0.998,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0009,freshdirect,FreshDirect,Spinach,Ocean Mist Farms,2.99,10.0,oz,0.299,oz,False,pantry,unknown,unknown,False,
prod_freshdirect_0010,freshdirect,FreshDirect,Chopped Green Curly Kale,Generic,4.99,8.0,oz,0.6238,oz,False,pantry,unknown,chopped,False,
prod_freshdirect_0011,freshdirect,FreshDirect,Organic Collard Greens,Generic,2.99,0.75,lb,0.2492,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0012,freshdirect,FreshDirect,Local Organic Young Arugula,Lancaster Farm Fresh Cooperative,5.49,5.0,oz,1.098,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0013,freshdirect,FreshDirect,Organic Red Kale,Generic,1.99,1.0,lb,0.1244,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0014,freshdirect,FreshDirect,Organic Power Greens,Earthbound Farm,6.99,10.0,oz,0.699,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0015,freshdirect,FreshDirect,Watercress,Generic,4.99,4.0,oz,1.2475,oz,False,pantry,unknown,unknown,False,
prod_freshdirect_0016,freshdirect,FreshDirect,Romaine,organicgirl,4.99,6.0,oz,0.8317,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0017,freshdirect,FreshDirect,Protein Greens,organicgirl,4.99,4.2,oz,1.1881,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0018,freshdirect,FreshDirect,Organic Dandelion Greens,Generic,2.99,8.0,oz,0.3738,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0019,freshdirect,FreshDirect,Local Organic Young Spinach,Lancaster Farm Fresh Cooperative,5.49,5.0,oz,1.098,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0020,freshdirect,FreshDirect,Organic Green Swiss Chard,Generic,3.49,1.0,lb,0.2181,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0021,freshdirect,FreshDirect,Arugula,Generic,1.99,10.0,oz,0.199,oz,False,pantry,unknown,unknown,False,
prod_freshdirect_0022,freshdirect,FreshDirect,Butter Baby!,organicgirl,4.99,4.0,oz,1.2475,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0023,freshdirect,FreshDirect,Organic Spinach,Generic,2.99,6.0,oz,0.4983,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0024,freshdirect,FreshDirect,Shredded Kale and Brussel Sprouts Blend,Generic,5.99,5.0,oz,1.198,oz,False,pantry,unknown,unknown,False,
prod_freshdirect_0025,freshdirect,FreshDirect,Organic Mustard Greens,Generic,2.99,0.5,lb,0.3738,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0026,freshdirect,FreshDirect,Baby Spring Mix,organicgirl,4.99,5.0,oz,0.998,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0027,freshdirect,FreshDirect,Baby Spinach,organicgirl,4.99,5.0,oz,0.998,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0028,freshdirect,FreshDirect,Local Organic Young Rainbow Chard,Lancaster Farm Fresh Cooperative,5.49,5.0,oz,1.098,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0029,freshdirect,FreshDirect,Sweet Crunchy Mix,organicgirl,4.99,4.0,oz,1.2475,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0030,freshdirect,FreshDirect,Local Organic Young Kale,Lancaster Farm Fresh Cooperative,5.49,5.0,oz,1.098,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0031,freshdirect,FreshDirect,Chopped Collard Greens,Generic,5.49,5.0,oz,1.098,oz,False,pantry,unknown,chopped,False,
prod_freshdirect_0032,freshdirect,FreshDirect,Snow Pea Tips,Generic,13.49,,,0.0,oz,False,pantry,unknown,unknown,False,
prod_freshdirect_0033,freshdirect,FreshDirect,Baby Spinach & Arugula,organicgirl,4.99,5.0,oz,0.998,oz,True,pantry,unknown,unknown,False,
prod_freshdirect_0034,freshdirect,FreshDirect,Scallions,Generic,1.99,6.0,oz,0.3317,oz,False,pantry,unknown,unknown,False,
prod_freshdirect_0035,freshdirect,FreshDirect,Garlic,Generic,3.49,3.0,ct,1.1633,oz,False,produce,garlic,unknown,False,
prod_freshdirect_0036,freshdirect,FreshDirect,Jumbo Yellow Onion,Generic,0.99,,,0.0,oz,False,produce,onions,unknown,False,
